guesses,green_expected,yellow_expected
scody,0.467818575,0.622894168
scogs,0.329157667,0.572354212
scoog,0.355507559,0.559827214
scoot,0.447084233,0.626781857
scopa,0.330021598,0.962419006
scops,0.317926566,0.603455724
scots,0.35637149,0.703671706
scoug,0.333909287,0.743844492
scoup,0.340388769,0.757235421
scowp,0.315766739,0.66825054
scows,0.30712743,0.548596112
scrab,0.320950324,1.008207343
scrae,0.498920086,1.17062635
scrag,0.333909287,1.00950324
scran,0.372354212,1.079049676
scrat,0.425485961,1.076457883
scraw,0.323542117,0.974082073
scray,0.473434125,0.920518359
scrim,0.332181425,0.89762419
scrip,0.338228942,0.912311015
scrob,0.307559395,0.920086393
scrod,0.353779698,0.918358531
scrog,0.320518359,0.921382289
scrow,0.310151188,0.885961123
scudi,0.281209503,0.815550756
scudo,0.301511879,0.806479482
scuds,0.292008639,0.546436285
scuff,0.27300216,0.482937365
scuft,0.371058315,0.66349892
scugs,0.295032397,0.513174946
sculk,0.365442765,0.6587473
scull,0.384017279,0.583585313
sculp,0.340820734,0.745572354
sculs,0.332181425,0.625917927
scums,0.291576674,0.515766739
scups,0.283801296,0.544276458
scurf,0.323542117,0.784449244
scurs,0.327861771,0.712311015
scuse,0.502807775,0.631533477
scuta,0.334341253,1.003455724
scute,0.489416847,0.91187905
scuts,0.32224622,0.644492441
scuzz,0.257019438,0.417710583
scyes,0.340820734,0.776241901
sdayn,0.356803456,0.879481641
sdein,0.367602592,1.031533477
seals,0.480777538,0.934341253
seame,0.607343413,0.710151188
seams,0.440172786,0.824190065
seamy,0.581857451,0.841468683
seans,0.489416847,0.883801296
seare,0.64362851,0.906695464
sears,0.476457883,1.020734341
sease,0.651403888,0.558531317
seats,0.470842333,0.952915767
seaze,0.586609071,0.617278618
sebum,0.340820734,0.822894168
secco,0.377537797,0.841468683
sechs,0.314470842,0.786177106
sects,0.362419006,0.862634989
seder,0.523974082,0.793952484
sedes,0.447948164,0.529589633
sedge,0.510583153,0.57537797
sedgy,0.485097192,0.706695464
sedum,0.348596112,0.859611231
seeds,0.384449244,0.593088553
seeks,0.378401728,0.526565875
seeld,0.460043197,0.775809935
seels,0.42462203,0.672570194
seely,0.566306695,0.689848812
seems,0.384017279,0.562419006
seeps,0.376241901,0.590928726
seepy,0.517926566,0.608207343
seers,0.420302376,0.758963283
sefer,0.50237581,0.744708423
segar,0.453563715,1.152051836
segni,0.374946004,0.993952484
segno,0.39524838,0.98488121
segol,0.415982721,1.006047516
segos,0.364146868,0.799568035
sehri,0.336933045,1.190064795
seifs,0.408207343,0.703671706
seils,0.463066955,0.839308855
seine,0.63887689,0.674730022
seirs,0.4587473,0.925701944
seise,0.633693305,0.46349892
seism,0.469114471,0.6825054
seity,0.594816415,0.875161987
seiza,0.413822894,0.99524838
sekos,0.340388769,0.780993521
sekts,0.343412527,0.77537797
selah,0.441036717,1.11663067
seles,0.46349892,0.633693305
selfs,0.3412527,0.77062635
sella,0.408207343,1.016414687
selle,0.563282937,0.543412527
sells,0.396112311,0.657451404
selva,0.358099352,1.100215983
semee,0.609071274,0.318358531
semes,0.441900648,0.504535637
semie,0.539956803,0.664794816
semis,0.372786177,0.778833693
senas,0.408639309,0.964578834
sends,0.368034557,0.772786177
senes,0.475593952,0.579697624
sengi,0.360259179,1.008639309
senna,0.428941685,0.933045356
senor,0.471274298,1.140820734
sensa,0.423758099,0.949460043
sensi,0.400863931,0.859611231
sente,0.565442765,0.756803456
senti,0.387473002,1.139956803
sents,0.398272138,0.870842333
senvy,0.499784017,0.704535637
senza,0.358963283,1.008207343
sepad,0.409071274,1.014686825
sepal,0.425485961,1.117926566
sepic,0.369330454,0.97537797
sepoy,0.501943844,0.840604752
septa,0.37537797,1.176673866
septs,0.363282937,0.817710583
serac,0.416846652,1.252699784
serai,0.408207343,1.347300216
seral,0.470842333,1.284665227
sered,0.521382289,0.796544276
serer,0.561987041,0.622030238
seres,0.485961123,0.693304536
serfs,0.363714903,0.830237581
serge,0.548596112,0.739092873
seric,0.414686825,1.142116631
serin,0.457451404,1.143412527
serks,0.372354212,0.81987041
seron,0.446220302,1.16587473
serow,0.397408207,1.060907127
serra,0.426349892,1.075593952
serre,0.581425486,0.602591793
serrs,0.41425486,0.71663067
serry,0.555939525,0.733909287
servo,0.377969762,1.060907127
sesey,0.591792657,0.406047516
sessa,0.398272138,0.738228942
setae,0.563714903,0.913174946
setal,0.44838013,1.233693305
seton,0.423758099,1.114902808
setts,0.386177106,0.671706263
sewan,0.400431965,1.035421166
sewar,0.435853132,1.123974082
sewed,0.462203024,0.577969762
sewel,0.478617711,0.681209503
sewen,0.467386609,0.650539957
sewin,0.398272138,0.924838013
sexed,0.456155508,0.516198704
sexer,0.496760259,0.677321814
sexes,0.420734341,0.412958963
sexto,0.352915767,0.964146868
sexts,0.343412527,0.704103672
seyen,0.468682505,0.745572354
shads,0.398272138,0.605183585
shags,0.401295896,0.571922246
shahs,0.380561555,0.467386609
shako,0.401727862,0.798704104
shakt,0.485961123,0.71187905
shalm,0.441036717,0.789632829
shaly,0.58012959,0.701943844
shama,0.409935205,0.571490281
shams,0.397840173,0.574514039
shand,0.4825054,0.737365011
shans,0.447084233,0.63412527
shaps,0.390064795,0.603023758
sharn,0.474730022,0.946868251
shash,0.486393089,0.361555076
shaul,0.455723542,0.84362851
shawm,0.381857451,0.653131749
shawn,0.41987041,0.723974082
shaws,0.379265659,0.548164147
shaya,0.381857451,0.650971922
shays,0.369762419,0.65399568
shchi,0.261339093,0.646220302
sheaf,0.378401728,0.988768898
sheal,0.434557235,1.123110151
sheas,0.382721382,0.91663067
sheds,0.342116631,0.724838013
sheel,0.501511879,0.738228942
shend,0.426349892,0.857019438
shent,0.484665227,0.92699784
sheol,0.421166307,1.034989201
sherd,0.413390929,0.993952484
shere,0.545140389,0.776673866
shero,0.387473002,1.15075594
shets,0.372354212,0.822894168
sheva,0.344276458,0.998272138
shewn,0.363714903,0.84362851
shews,0.323110151,0.667818575
shiai,0.410367171,0.701943844
shiel,0.539956803,0.904967603
shier,0.564146868,0.962850972
shies,0.48812095,0.698488121
shill,0.472570194,0.547300216
shily,0.562419006,0.606911447
shims,0.38012959,0.479481641
shins,0.42937365,0.539092873
ships,0.372354212,0.507991361
shirr,0.492440605,0.60475162
shirs,0.416414687,0.676025918
shish,0.468682505,0.266522678
shiso,0.433693305,0.587904968
shist,0.517926566,0.501079914
shite,0.577969762,0.875593952
shits,0.410799136,0.608207343
shiur,0.462203024,0.806479482
shiva,0.382721382,0.783585313
shive,0.537796976,0.692008639
shivs,0.37062635,0.42462203
shlep,0.429805616,0.885097192
shlub,0.308423326,0.714038877
shmek,0.432829374,0.669114471
shmoe,0.486393089,0.819006479
shoat,0.505399568,0.895896328
shoed,0.514038877,0.822462203
shoer,0.554643629,0.983585313
shoes,0.478617711,0.719222462
shogi,0.363282937,0.766738661
shogs,0.374082073,0.49762419
shoji,0.331317495,0.680777538
shojo,0.35161987,0.415982721
shola,0.423326134,0.969330454
shool,0.450107991,0.585313175
shoon,0.43887689,0.554643629
shoos,0.398272138,0.378833693
shope,0.530021598,0.796112311
shops,0.362850972,0.528725702
shorl,0.4587473,0.903239741
shote,0.568466523,0.896328294
shots,0.401295896,0.628941685
shott,0.495032397,0.540388769
showd,0.387473002,0.577105832
shows,0.352051836,0.473866091
shoyu,0.327429806,0.771058315
shred,0.479049676,0.928293737
shris,0.374514039,0.717926566
shrow,0.355075594,0.811231102
shtik,0.385313175,0.699784017
shtum,0.321814255,0.722678186
shtup,0.327861771,0.737365011
shule,0.544276458,0.818574514
shuln,0.417710583,0.72699784
shuls,0.377105832,0.551187905
shuns,0.38574514,0.500647948
shura,0.38488121,0.996544276
shute,0.534341253,0.837149028
shuts,0.367170626,0.569762419
shwas,0.3174946,0.609935205
shyer,0.461771058,0.96587473
sials,0.46349892,0.77537797
sibbs,0.295896328,0.392224622
sibyl,0.338660907,0.782289417
sices,0.422462203,0.793952484
sicht,0.390928726,0.800431965
sicko,0.318358531,0.799136069
sicks,0.308855292,0.539092873
sicky,0.450539957,0.55637149
sidas,0.363714903,0.755507559
sided,0.466090713,0.704967603
sider,0.506695464,1.016414687
sides,0.430669546,0.752051836
sidha,0.3174946,0.944276458
sidhe,0.472570194,0.852699784
sidle,0.530453564,0.910583153
sield,0.442764579,0.998272138
siens,0.415982721,0.844492441
sient,0.509719222,1.017710583
sieth,0.441900648,1.011663067
sieur,0.448812095,1.11187905
sifts,0.33174946,0.612526998
sighs,0.301943844,0.558531317
sigil,0.409935205,0.555507559
sigla,0.371922246,0.97537797
signa,0.380561555,0.924838013
signs,0.368466523,0.56587473
sijos,0.319222462,0.550323974
sikas,0.33650108,0.710151188
siker,0.479481641,0.971058315
sikes,0.403455724,0.706695464
silds,0.338660907,0.667818575
siled,0.481641469,0.959395248
silen,0.486825054,1.031965443
siler,0.52224622,1.120518359
siles,0.446220302,0.856155508
silex,0.43412527,0.863066955
silks,0.332613391,0.601295896
sills,0.378833693,0.498488121
silos,0.36587473,0.771490281
silts,0.368898488,0.76587473
silty,0.510583153,0.783153348
silva,0.340820734,0.9412527
simar,0.433693305,0.994816415
simas,0.357667387,0.730453564
simba,0.309719222,0.872570194
simis,0.355507559,0.35075594
simps,0.308855292,0.53650108
simul,0.374514039,0.777105832
sinds,0.35075594,0.613822894
sined,0.493736501,0.905399568
sines,0.458315335,0.802159827
sings,0.353779698,0.580561555
sinhs,0.333045356,0.635421166
sinks,0.344708423,0.547300216
sinky,0.486393089,0.564578834
sinus,0.35637149,0.645788337
siped,0.4587473,0.852267819
sipes,0.423326134,0.749028078
sippy,0.44924406,0.434557235
sired,0.504103672,1.019006479
siree,0.635853132,0.801727862
sires,0.468682505,0.915766739
sirih,0.444060475,0.637580994
siris,0.399568035,0.539524838
siroc,0.386177106,1.005615551
sirra,0.409071274,0.91663067
sirup,0.37537797,0.879049676
sisal,0.417710583,0.821166307
sises,0.432829374,0.590928726
sista,0.367602592,0.879913607
sists,0.355507559,0.500647948
sitar,0.455291577,1.132613391
sited,0.481641469,0.968034557
sites,0.446220302,0.864794816
sithe,0.48812095,0.965442765
sitka,0.344708423,0.968898488
situp,0.352915767,0.828077754
situs,0.344276458,0.708423326
siver,0.495464363,0.932181425
sixer,0.479481641,0.899784017
sixes,0.403455724,0.635421166
sixmo,0.304967603,0.676457883
sixte,0.493304536,0.812526998
sizar,0.412095032,0.902807775
sized,0.438444924,0.738228942
sizel,0.454859611,0.841468683
sizer,0.479049676,0.899352052
sizes,0.403023758,0.634989201
skags,0.343412527,0.553347732
skail,0.430669546,0.874298056
skald,0.415982721,0.769330454
skank,0.422462203,0.564578834
skart,0.469978402,0.925701944
skats,0.37062635,0.684665227
skatt,0.464362851,0.596112311
skaws,0.321382289,0.529589633
skean,0.365442765,1.073866091
skear,0.400863931,1.162419006
skeds,0.284233261,0.706263499
skeed,0.427213823,0.616414687
skeef,0.387473002,0.585313175
skeen,0.432397408,0.688984881
skeer,0.467818575,0.777537797
skees,0.391792657,0.513174946
skeet,0.485529158,0.686393089
skegg,0.289416847,0.654427646
skegs,0.287257019,0.67300216
skein,0.363282937,0.963282937
skelf,0.320086393,0.857883369
skell,0.376241901,0.743412527
skelm,0.32699784,0.890712743
skelp,0.333045356,0.905399568
skene,0.500215983,0.621166307
skens,0.333045356,0.735205184
skeos,0.311447084,0.809935205
skeps,0.276025918,0.704103672
skers,0.320086393,0.872138229
skets,0.314470842,0.804319654
skews,0.265226782,0.64924406
skids,0.322678186,0.491576674
skied,0.465658747,0.783153348
skies,0.430237581,0.679913607
skiey,0.571922246,0.697192225
skimo,0.33174946,0.720950324
skims,0.32224622,0.460907127
skink,0.40475162,0.469546436
skins,0.371490281,0.520518359
skint,0.465226782,0.693736501
skios,0.349892009,0.59524838
skips,0.314470842,0.489416847
skirl,0.410367171,0.863930886
skirr,0.434557235,0.586177106
skite,0.520086393,0.857019438
skits,0.352915767,0.589632829
skive,0.479913607,0.673434125
skivy,0.454427646,0.423326134
sklim,0.296760259,0.744708423
skoal,0.405615551,0.910583153
skody,0.454859611,0.529589633
skoff,0.294168467,0.448812095
skogs,0.316198704,0.479049676
skols,0.353347732,0.591792657
skool,0.392224622,0.566738661
skort,0.442764579,0.851403888
skosh,0.401295896,0.428077754
skran,0.359395248,0.98574514
skrik,0.349892009,0.64838013
skuas,0.319654428,0.644924406
skugs,0.282073434,0.41987041
skyed,0.363282937,0.786177106
skyer,0.403887689,0.947300216
skyey,0.469546436,0.523542117
skyfs,0.205615551,0.438444924
skyre,0.423326134,0.927861771
skyrs,0.256155508,0.660475162
skyte,0.417710583,0.860043197
slabs,0.403455724,0.671274298
slade,0.590064795,0.963714903
slaes,0.530453564,0.884665227
slags,0.425917927,0.663066955
slaid,0.496760259,0.880777538
slake,0.584017279,0.897192225
slams,0.422462203,0.665658747
slane,0.63887689,0.992656587
slank,0.504967603,0.758099352
slaps,0.414686825,0.694168467
slart,0.552483801,1.035421166
slats,0.453131749,0.794384449
slaty,0.594816415,0.811663067
slaws,0.403887689,0.639308855
slays,0.394384449,0.745140389
slebs,0.347300216,0.790928726
sleds,0.366738661,0.815982721
sleer,0.550323974,0.887257019
slews,0.347732181,0.758963283
sleys,0.338228942,0.864794816
slier,0.588768898,1.05399568
slily,0.587041037,0.44924406
slims,0.40475162,0.57062635
slipe,0.564146868,0.866522678
slips,0.396976242,0.599136069
slipt,0.490712743,0.772354212
slish,0.493304536,0.517062635
slits,0.435421166,0.699352052
slive,0.562419006,0.783153348
sloan,0.476889849,0.989632829
slobs,0.376241901,0.596976242
sloes,0.503239741,0.810367171
slogs,0.398704104,0.588768898
sloid,0.469546436,0.806479482
slojd,0.402159827,0.606047516
slomo,0.40475162,0.595680346
sloom,0.425485961,0.574946004
sloot,0.51663067,0.643196544
slops,0.387473002,0.61987041
slopy,0.529157667,0.637149028
slorm,0.43412527,0.89287257
slots,0.425917927,0.720086393
slove,0.552915767,0.803887689
slows,0.376673866,0.565010799
sloyd,0.402591793,0.774082073
slubb,0.331317495,0.533045356
slubs,0.342116631,0.537796976
slued,0.504535637,0.854427646
slues,0.469114471,0.751187905
sluff,0.342548596,0.499352052
slugs,0.364578834,0.529589633
sluit,0.493736501,0.817278618
slums,0.36112311,0.532181425
slurb,0.386609071,0.833693305
slurs,0.397408207,0.728725702
sluse,0.572354212,0.647948164
sluts,0.391792657,0.660907127
slyer,0.486393089,1.057019438
slype,0.461771058,0.869546436
smaak,0.426349892,0.478617711
smaik,0.424190065,0.730021598
smalm,0.39524838,0.678185745
smalt,0.486393089,0.868682505
smarm,0.390928726,0.764578834
smaze,0.498488121,0.759827214
smeek,0.437149028,0.57537797
smees,0.403887689,0.542548596
smeik,0.368034557,0.849676026
smeke,0.457451404,0.555075594
smerk,0.365442765,0.934341253
smews,0.277321814,0.678617711
smirr,0.446652268,0.615550756
smirs,0.37062635,0.686825054
smits,0.365010799,0.619006479
smogs,0.328293737,0.508423326
smoko,0.328725702,0.479481641
smolt,0.459179266,0.794384449
smoor,0.428509719,0.65399568
smoot,0.446220302,0.562850972
smore,0.528293737,0.974946004
smorg,0.363282937,0.813822894
smout,0.42462203,0.746868251
smowt,0.4,0.657883369
smugs,0.294168467,0.44924406
smurs,0.32699784,0.64838013
smush,0.379265659,0.398272138
smuts,0.321382289,0.580561555
snabs,0.354211663,0.678617711
snafu,0.343844492,0.83887689
snags,0.376673866,0.670410367
snaps,0.365442765,0.701511879
snarf,0.405183585,0.941684665
snark,0.442764579,0.90237581
snars,0.40950324,0.869546436
snary,0.551187905,0.886825054
snash,0.461771058,0.619438445
snath,0.44838013,0.899784017
snaws,0.354643629,0.646652268
snead,0.393520518,1.118358531
sneap,0.366738661,1.134773218
snebs,0.298056156,0.798272138
sneck,0.386609071,0.85399568
sneds,0.3174946,0.823326134
sneed,0.460475162,0.733477322
snees,0.425053996,0.630237581
snell,0.40950324,0.860475162
snibs,0.33650108,0.583585313
snick,0.425053996,0.639308855
snies,0.46349892,0.796976242
snift,0.434989201,0.725701944
snigs,0.358963283,0.57537797
snips,0.347732181,0.606479482
snipy,0.489416847,0.623758099
snirt,0.485529158,0.947732181
snits,0.386177106,0.706695464
snobs,0.32699784,0.604319654
snods,0.346436285,0.62937365
snoek,0.487257019,0.850539957
snoep,0.462634989,0.937365011
snogs,0.349460043,0.596112311
snoke,0.507559395,0.830237581
snood,0.409071274,0.580561555
snook,0.406911447,0.510151188
snool,0.425485961,0.683801296
snoot,0.467386609,0.650539957
snots,0.376673866,0.727429806
snowk,0.360691145,0.605183585
snows,0.327429806,0.572354212
snubs,0.29287257,0.545140389
snugs,0.315334773,0.536933045
snush,0.400431965,0.485961123
snyes,0.36112311,0.8
soaks,0.450539957,0.607343413
soaps,0.44838013,0.671706263
soare,0.659611231,1.10712743
soars,0.492440605,0.839740821
soave,0.613822894,0.855723542
sobas,0.389200864,0.696760259
socas,0.388768898,0.77537797
soces,0.455723542,0.771922246
socko,0.35161987,0.521382289
socks,0.342116631,0.517062635
socle,0.555507559,0.930453564
sodas,0.396976242,0.733477322
soddy,0.498056156,0.408639309
sodic,0.392656587,0.797408207
sodom,0.386177106,0.494600432
sofar,0.451403888,0.948596112
sofas,0.37537797,0.684233261
softa,0.377105832,0.949460043
softs,0.365010799,0.59049676
softy,0.506695464,0.607775378
soger,0.53650108,0.967602592
sohur,0.40950324,0.870410367
soils,0.479049676,0.658315335
soily,0.620734341,0.675593952
sojas,0.36587473,0.616414687
sojus,0.330885529,0.456587473
sokah,0.41425486,0.786177106
soken,0.477321814,0.860475162
sokes,0.436717063,0.684665227
sokol,0.408207343,0.55075594
solah,0.457019438,0.935637149
solan,0.453131749,1.013390929
solas,0.412526998,0.837580994
solde,0.539092873,0.913174946
soldi,0.36112311,0.914902808
soldo,0.381425486,0.650107991
solds,0.371922246,0.645788337
soled,0.514902808,0.937365011
solei,0.468682505,1.103239741
soler,0.555507559,1.098488121
soles,0.479481641,0.83412527
solon,0.439740821,0.669546436
solos,0.399136069,0.493736501
solum,0.38012959,0.782721382
solus,0.377537797,0.67775378
soman,0.431533477,0.884233261
somas,0.390928726,0.708423326
sonce,0.587041037,0.857019438
sonde,0.551187905,0.859179266
sones,0.491576674,0.78012959
songs,0.387041037,0.558531317
sonly,0.56587473,0.688552916
sonne,0.6,0.660475162
sonny,0.574514039,0.410367171
sonse,0.594816415,0.676889849
sonsy,0.569330454,0.426781857
sooey,0.678617711,0.549460043
sooks,0.423326134,0.277321814
sooky,0.565010799,0.294600432
soole,0.636717063,0.690712743
sools,0.469546436,0.423326134
sooms,0.428941685,0.313174946
soops,0.421166307,0.341684665
soote,0.626781857,0.709287257
soots,0.459611231,0.441900648
sophs,0.331317495,0.560259179
sophy,0.47300216,0.577537797
sopor,0.452267819,0.650971922
soppy,0.4825054,0.412526998
sopra,0.396976242,1.06349892
soral,0.486825054,1.103671706
soras,0.434989201,0.897192225
sorbo,0.384449244,0.684665227
sorbs,0.374946004,0.680345572
sorda,0.406479482,1.064362851
sordo,0.403887689,0.709719222
sords,0.394384449,0.705399568
sored,0.537365011,0.996976242
soree,0.669114471,0.779697624
sorel,0.553779698,1.100215983
sorer,0.577969762,0.822462203
sores,0.501943844,0.893736501
sorex,0.489848812,0.900647948
sorgo,0.406911447,0.676457883
sorns,0.443196544,0.734341253
sorra,0.442332613,0.894600432
sorta,0.436717063,1.162419006
sorts,0.42462203,0.803455724
sorus,0.4,0.737365011
soths,0.354211663,0.676025918
sotol,0.450971922,0.708855292
souce,0.598272138,0.805615551
souct,0.524838013,0.711447084
sough,0.442764579,0.605183585
souks,0.389200864,0.473866091
souls,0.435421166,0.61987041
soums,0.394816415,0.509719222
soups,0.387041037,0.538228942
soupy,0.528725702,0.555507559
sours,0.431101512,0.706263499
souse,0.606047516,0.625485961
souts,0.425485961,0.638444924
sowar,0.451835853,0.942980562
sowce,0.538228942,0.752051836
sowed,0.478185745,0.778401728
sowff,0.316198704,0.423326134
sowfs,0.320518359,0.430669546
sowle,0.542548596,0.833693305
sowls,0.37537797,0.566306695
sowms,0.334773218,0.456155508
sownd,0.419438445,0.619006479
sowne,0.551187905,0.783153348
sowps,0.32699784,0.484665227
sowse,0.54600432,0.571922246
sowth,0.409935205,0.682937365
soyas,0.377105832,0.773650108
soyle,0.543844492,0.928725702
soyuz,0.328293737,0.621598272
sozin,0.407775378,0.681641469
spacy,0.539956803,0.641900648
spado,0.371922246,0.886825054
spaed,0.505399568,0.918358531
spaer,0.54600432,1.079481641
spaes,0.469978402,0.81511879
spags,0.365442765,0.593520518
spahi,0.333909287,0.9174946
spail,0.452699784,0.914470842
spain,0.441468683,0.883801296
spait,0.494600432,0.881209503
spake,0.523542117,0.827645788
spald,0.438012959,0.80950324
spale,0.569762419,0.973650108
spall,0.454427646,0.663930886
spalt,0.496328294,0.879481641
spams,0.361987041,0.596112311
spane,0.578401728,0.923110151
spang,0.413390929,0.761987041
spans,0.411231102,0.655723542
spard,0.433693305,0.895896328
spars,0.398272138,0.792656587
spart,0.492008639,0.96587473
spate,0.559827214,0.992224622
spats,0.392656587,0.724838013
spaul,0.41987041,0.865226782
spawl,0.39524838,0.776241901
spaws,0.343412527,0.569762419
spayd,0.369330454,0.778833693
spays,0.333909287,0.675593952
spaza,0.353347732,0.500215983
spazz,0.327429806,0.498056156
speal,0.398704104,1.144708423
spean,0.387473002,1.114038877
speat,0.440604752,1.111447084
specs,0.342116631,0.744276458
spect,0.435853132,0.9174946
speel,0.465658747,0.759827214
speer,0.489848812,0.817710583
speil,0.396544276,1.03412527
speir,0.420734341,1.092008639
speks,0.300215983,0.679913607
speld,0.381857451,0.929157667
spelk,0.379697624,0.8587473
speos,0.333477322,0.850107991
spets,0.33650108,0.844492441
speug,0.314038877,0.884665227
spews,0.287257019,0.689416847
spewy,0.428941685,0.706695464
spial,0.437149028,0.930021598
spica,0.392656587,0.888552916
spick,0.413822894,0.562419006
spics,0.380561555,0.529589633
spide,0.51187905,0.799136069
spier,0.528293737,0.984449244
spies,0.452267819,0.720086393
spiff,0.325701944,0.46825054
spifs,0.330021598,0.475593952
spiks,0.338660907,0.465226782
spile,0.552051836,0.878617711
spims,0.344276458,0.501079914
spina,0.405615551,0.919654428
spink,0.426781857,0.593520518
spins,0.393520518,0.560691145
spirt,0.474298056,0.870842333
spiry,0.52224622,0.714902808
spits,0.374946004,0.629805616
spitz,0.36112311,0.637580994
spivs,0.334773218,0.446220302
splay,0.460043197,0.807775378
splog,0.30712743,0.808639309
spode,0.50237581,0.81987041
spods,0.335205184,0.552483801
spoom,0.365010799,0.505399568
spoor,0.438444924,0.664794816
spoot,0.456155508,0.573650108
spork,0.404319654,0.751187905
sposh,0.423326134,0.46825054
spots,0.365442765,0.650539957
sprad,0.376241901,0.953347732
sprag,0.342980562,0.95637149
sprat,0.434557235,1.023326134
spred,0.443196544,0.949892009
sprew,0.399568035,0.9174946
sprit,0.432397408,0.912742981
sprod,0.362850972,0.865226782
sprog,0.329589633,0.86825054
sprue,0.47300216,0.957667387
sprug,0.307991361,0.796544276
spuds,0.301079914,0.493304536
spued,0.444060475,0.78488121
spuer,0.484665227,0.94600432
spues,0.408639309,0.681641469
spugs,0.304103672,0.460043197
spule,0.508423326,0.840172786
spume,0.467818575,0.730021598
spumy,0.442332613,0.479913607
spurs,0.336933045,0.659179266
sputa,0.343412527,0.950323974
spyal,0.334773218,0.933045356
spyre,0.445356371,0.968034557
squab,0.306695464,0.677321814
squaw,0.309287257,0.643196544
squeg,0.386609071,0.675161987
squid,0.35075594,0.565010799
squit,0.409071274,0.634989201
squiz,0.301511879,0.469546436
stabs,0.349892009,0.733477322
stade,0.53650108,1.025917927
stags,0.372354212,0.725269978
stagy,0.514038877,0.742548596
staig,0.409935205,0.94600432
stane,0.585313175,1.054859611
stang,0.420302376,0.893736501
staph,0.405615551,0.854427646
staps,0.36112311,0.75637149
starn,0.445788337,1.100215983
starr,0.481209503,0.853131749
stars,0.405183585,0.924406048
stats,0.399568035,0.594816415
staun,0.415550756,0.966306695
staws,0.350323974,0.701511879
stays,0.340820734,0.807343413
stean,0.394384449,1.245788337
stear,0.429805616,1.334341253
stedd,0.348596112,0.831101512
stede,0.480345572,0.764146868
steds,0.313174946,0.878185745
steek,0.45399568,0.717926566
steem,0.423326134,0.790064795
steen,0.461339093,0.860907127
steil,0.403455724,1.16587473
stela,0.365442765,1.31663067
stele,0.520518359,0.84362851
stell,0.405183585,0.915334773
steme,0.479913607,0.733477322
stems,0.312742981,0.847516199
stend,0.397408207,1.010367171
steno,0.371490281,1.167170626
stens,0.361987041,0.90712743
stent,0.455723542,0.818574514
steps,0.304967603,0.876025918
stept,0.398704104,0.787473002
stere,0.516198704,0.930021598
stets,0.343412527,0.714470842
stews,0.294168467,0.821166307
stewy,0.435853132,0.838444924
steys,0.284665227,0.92699784
stich,0.431965443,0.759395248
stied,0.494600432,0.955075594
sties,0.459179266,0.851835853
stilb,0.380993521,0.847948164
stile,0.558963283,1.010367171
stime,0.518358531,0.900215983
stims,0.351187905,0.632829374
stimy,0.49287257,0.650107991
stipa,0.355507559,1.020302376
stipe,0.510583153,0.928725702
stire,0.554643629,1.096760259
stirk,0.420734341,0.862203024
stirp,0.396112311,0.949028078
stirs,0.387473002,0.82937365
stive,0.508855292,0.845356371
stivy,0.48336933,0.59524838
stoae,0.549892009,1.143412527
stoai,0.371922246,1.145140389
stoas,0.382721382,0.876025918
stoat,0.476457883,0.787473002
stobs,0.322678186,0.659179266
stoep,0.458315335,0.992224622
stogy,0.486825054,0.66825054
stoit,0.474298056,0.676889849
stoln,0.422894168,0.939524838
stoma,0.353779698,1.012526998
stond,0.426349892,0.816414687
stong,0.393088553,0.819438445
stonk,0.424190065,0.74600432
stonn,0.431533477,0.661339093
stook,0.402591793,0.565010799
stoor,0.445356371,0.796544276
stope,0.501079914,0.949460043
stops,0.333909287,0.682073434
stopt,0.427645788,0.593520518
stoss,0.38574514,0.481641469
stots,0.372354212,0.520518359
stott,0.466090713,0.406047516
stoun,0.388336933,0.892008639
stoup,0.35637149,0.835853132
stour,0.423758099,0.980561555
stown,0.363714903,0.803023758
stowp,0.33174946,0.746868251
stows,0.323110151,0.627213823
strad,0.383153348,1.085097192
strae,0.514902808,1.24924406
strag,0.349892009,1.08812095
strak,0.380993521,1.014686825
strep,0.423326134,1.098056156
strew,0.406479482,1.04924406
stria,0.357667387,1.230237581
strig,0.347732181,0.977537797
strim,0.348164147,0.976241901
strop,0.342980562,1.013390929
strow,0.326133909,0.964578834
stroy,0.476025918,0.911015119
strum,0.315334773,0.92699784
stubs,0.288552916,0.6
stude,0.475161987,0.892440605
studs,0.307991361,0.625053996
stull,0.4,0.662203024
stulm,0.35075594,0.80950324
stumm,0.310151188,0.577105832
stums,0.307559395,0.594384449
stuns,0.356803456,0.65399568
stupa,0.31187905,0.981857451
stupe,0.466954644,0.890280778
sture,0.511015119,1.058315335
sturt,0.437580994,0.70237581
styed,0.392224622,0.958099352
styes,0.356803456,0.854859611
styli,0.278617711,1.01511879
stylo,0.298920086,1.006047516
styme,0.415982721,0.903239741
stymy,0.39049676,0.476457883
styre,0.452267819,1.099784017
styte,0.446652268,0.770194384
subah,0.393520518,0.741684665
subas,0.349028078,0.64362851
subby,0.430669546,0.334341253
suber,0.492008639,0.904535637
subha,0.302807775,0.832397408
succi,0.333045356,0.616414687
sucks,0.301943844,0.463930886
sucky,0.44362851,0.481209503
sucre,0.511015119,0.963714903
sudds,0.316198704,0.338228942
sudor,0.419438445,0.856587473
sudsy,0.501511879,0.323542117
suede,0.527429806,0.626349892
suent,0.502807775,0.942548596
suers,0.396112311,0.906263499
suete,0.557667387,0.724406048
suets,0.39049676,0.838444924
